timestamp,generation,individual,fitness,avg_commute,completed
2025-05-05T13:41:22.686252,0,0,22.225664248904863,67.86811538464202,5001
2025-05-05T13:42:03.708730,0,1,29.589698345894007,69.59742435666033,5000.0
